Date,Country,Local,Industry,Accident_level,Pot_acc_level,Gender,Emp_type,Critical_risk,Description,Day,Month,Year,Weekday
2016-07-09,country_03,local_10,others,3,4,male,third party,others,"during execution of drilling on the target - bolt brjcldd0006, made by the company servitecforaco - probe 25, at 09:45 on july 9, 2016, the official josimar da silva, in the moment of the maneuver to fish material, when removing the feeder of water, during movement of the winch realized that the safety chain was loose and could curl in the rod. in performing the chain removal movement, he placed his left hand between the hose and the cap of the hydraulic plate. with the unlocking of the inner tube there was an abrupt movement of the chain, pushing his hand towards the hydraulic plate, causing an injury to the ring finger of this hand. the lesion caused a cut in the 4th quirodactyl, with a need for suture of 3 points to close the cut.",9,7,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A9D1C8>
2016-07-10,country_01,local_04,mining,4,4,male,third party,others,"the operator of the paste filling plant 01 removes a floor grating (60 x 90 cm), to clean the lower floor. it is removed to close the water valve and does not block the vacuum, the two technicians who were entering the filter belt notice an overflow and ask the operator to reduce the load. the mechanics kept walking without noticing the floor and one of them falls into the void impacting his foot left at an angle that was about 25 cm below the floor grating, producing the injury.",10,7,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A9D148>
2016-07-11,country_02,local_05,metals,3,4,male,third party (remote),suspended loads,"the accident occurred at the time an employee of the partner company sf carried out unloading operation of bladder bags. by cutting the bag for charging of the boom into the silo truck's delivery mouth, the inner plastic bag surrounding the contents abruptly dropped and a large amount of material fell onto the cone (funnel). the cone fell over and the injured man stood with his leg pressed between him and the body guard of the scaffold. there was external medical attention and it was verified that there was no fracture",11,7,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A9D0C8>
2016-07-14,country_01,local_03,mining,1,2,male,employee,others,"at level 2900 at the entrance of the locomotive workshop, the welder proceeds to inspect the mining cars and identifies that the no. 24 car has bearing problems, informs his partner about this finding and decides to enter the car to the workshop, so it operates the swing arm type mona of 15 kg. of weight to move the direction of the railway towards the central op, is at this moment that pushes the rocker with the weight of his body until his right hand comes in contact with the rock producing the injury described. at the time of the accident the worker was wearing the safety gloves of pad.",14,7,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A9D048>
2016-07-15,country_02,local_05,metals,1,2,female,employee,chemical substances,"when handling a sample in the laboratory, the sleeve of the employee's coat had contact with nitric acid, absorbing a small amount that came to reach the left forearm, causing a 1st degree burn.",15,7,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A8CF48>
2016-07-16,country_01,local_03,mining,1,4,male,third party,others,"at level 3490 gallery 239, during the holding activity with the bolter equipment no. 24, the operator performs the drilling of the first hole to support the right gable; when the 7-foot-deep drill was about to end, the drill rod breaks, leaving the threads inside the drilling machine's shank; the operator and his assistant decide to make two empty percussion attempts to free the threads of the shank without success; in the third attempt the assistant enters a 3/8 ""corrugated iron to the central hole of the rest of the bar embedded in the shank to generate pressure, it is at this moment the operator activates the percussion and generates a movement of the shank which hits the palm of the victim's left hand generating a described injury. the worker was wearing safety gloves at the time of the accident. the end of the corrugated iron in contact with the left hand is shaped like a cane. the worker at the time of the accident was positioned under a roof supported with mesh and split set.",16,7,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A8CEC8>
2016-07-18,country_01,local_06,metals,1,3,male,third party,fall prevention (same level),"at 21:15 hours on 07/18/2016, the collaborator warrin (welder), when trying to inspect a cracking point in the inlet of the g2143 laminator, slips and falls to the same level hitting his face and hand , he was immediately transferred to the medical service for evaluation.",18,7,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A8CE48>
2016-07-20,country_02,local_05,metals,1,3,male,employee,chemical substances,"the employee reports that he was draining ammonia, used as a refrigerant, into a container of water when splashes of the solution drained onto his face.",20,7,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A8CDC8>
2016-07-21,country_02,local_12,others,1,2,female,employee,traffic,"at the eusébio bridge, there was a sudden braking in which several cars had to brake quickly. the collaborator's car failed to stop in time and collided with the rear of the car ahead. they were about 40km / hour.",21,7,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A8CD48>
2016-07-23,country_02,local_08,metals,1,2,male,third party (remote),pressurized systems,"during torch cutting activity of the new evaporator treatment fixings, there was a rupture of the hose near the torch pen, causing the injury.",23,7,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A8CCC8>
2016-07-27,country_01,local_03,mining,2,4,male,employee,others,"at times when the mill operator proceeded to remove the vitaulic flange connecting the suction pipe to the pump housing 8b; with the intention of de-sanding the system, when removing the flange, the mineral pulp comes out under pressure and impacts on the face and wrist of his left hand generating the lesion described. at the time of the accident, both the secondary mill no. 4 and the pumps 8a and 8b were blocked for maintenance work and the mill operator used his safety glasses.",27,7,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A8CC48>
2016-07-29,country_01,local_03,mining,1,4,male,employee,others,"at level 3390 access 2 area 2; the operator of the scissor team no. 200 was preparing to present the second mesh to continue with the support of the work; when the operator pulls the support mesh to share its length equally on both sides of the equipment, it is at this moment that from the roof of the work a rock weighs approximately 400 kg, which falls on the support mesh and slides towards the right side spoiler, as a result of this the mesh pushes the operator who is kneeling on the floor of the platform, which generates the lesion described. the rock falling does not directly impact the operator who was in a squatting position. the operator moves away from the area walking by his own means and is supported by the assistant.",29,7,2016,<built-in method day_name of Timestamp object at 0x000001B2C7A8CBC8>
